"2021 Inventory Report (Newly Acquired Materials)"
"Date Created:","Jun 06, 2021"
"Time Created:","2:32:27 PM"
Filters:,none
Search:,none
"Number of Newly Acquired Materials:",4445

"Accession Number",Barcode,"Call Number",Title,Author,Volume,Year,Edition,Publisher,"Publication Year","Circulation Type",Type,Status,Source,Location,"Last Year Inventoried"
KTRC-ACD#015,,"KTRC- ACD#015","Earth systems today living text.",,0,0,,"Wasdworth/Thomson Learning",0,"Room Use Only","Computer File","On Shelf",,"Knowledge and Training Resource Center",0
KTRC-ACD#004,,"KTRC- ACD#003- ACD#0","Participatory research and development for sustainable agriculture and natural resource management a sourcebook",,0,0,,"International Potato Center-Users' Perspectives With Agricultural Research and Development",0,"Room Use Only","Computer File","On Shelf",,"Knowledge and Training Resource Center",0
KTRC-ACD#005,,"KTRC- ACD#003- ACD#0","Participatory research and development for sustainable agriculture and natural resource management a sourcebook",,0,0,,"International Potato Center-Users' Perspectives With Agricultural Research and Development",0,"Room Use Only","Computer File","On Shelf",,"Knowledge and Training Resource Center",0
KTRC-ACD#006,,"KTRC- ACD#003- ACD#0","Participatory research and development for sustainable agriculture and natural resource management a sourcebook",,0,0,,"International Potato Center-Users' Perspectives With Agricultural Research and Development",0,"Room Use Only","Computer File","On Shelf",,"Knowledge and Training Resource Center",0
KTRC-ACD#010,,"KTRC- ACD#010","Eyewitness climate change","Woodward, John",0,0,,"DK Pub.",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
"PIDS-DR 2012",,"PIDS-Monograph 2012","Development research news.",,0,0,,"Philippine Institute for Development Studies",0,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-DR 2011",,"PIDS-Monograph 2011","Development research news.",,0,0,,"Philippine Institute for Development Studies",0,"Room Use Only",Book,"On Shelf",,"Main Library",0
PIDS-EI,,"PIDS-Monograph 2008-","Economic issue of the day.",,0,0,,"Philippine Institute of Development Studies",2008,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-DR 2013",,"PIDS-Monograph 2013","Development research news.",,0,0,,"Philippine Institute of Development Studies",0,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-DR 2010",,"PIDS-Monograph 2010","Development research news.",,0,0,,"Philippine Institute for Development Studies",0,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-DR 2009",,"PIDS-Monograph 2009","Development research news.",,0,0,,"Philippine Institute for Development Studies",0,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-DR 2008",,"PIDS-Monograph 2008","Development research news.",,0,0,,"Philippine Institute fir Development Studies",0,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-DR 2003",,"PIDS-Monograph 2003","Development research news.",,0,0,,"Philippine Institute for Development Studies",2003,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2013",,"PIDS-Monograph 2013","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2013,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2012",,"PIDS-Monograph 2012","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2012,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2010",,"PIDS-Monograph 2010","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2010,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2007",,"PIDS-Monograph 2007","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2007,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2006",,"PIDS-Monograph 2006","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2006,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2005",,"PIDS-Monograph 2005","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2005,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2004",,"PIDS-Monograph 2004","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2004,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2003",,"PIDS-Monograph 2003","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2003,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2002",,"PIDS-Monograph 2002","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2002,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 2000",,"PIDS-Monograph 2000","Policy notes.",,0,0,,"Philippine Institute for Development Studies",2000,"Room Use Only",Book,"On Shelf",,"Main Library",0
KTRC-795,,"HC 79 T45 2013",Sustainability,"Thiele, Leslie Paul.",0,0,,"Polity Press",2013,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
"PIDS-PN 1999",,"PIDS-Monograph 1998-","Policy notes.",,0,0,,"Philippine Institute for Development Studies",1999,"Room Use Only",Book,"On Shelf",,"Main Library",0
"PIDS-PN 1998",,"PIDS-Monograph 1998-","Policy notes.",,0,0,,"Philippine Institute for Development Studies",1998,"Room Use Only",Book,"On Shelf",,"Main Library",0
KTRC-707,,"QC 981.8 C5 W45 2012","Climate wars : why people will be killed in the twenty-first century","Welzer, Harald",0,0,,"Polity Press",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-709,,"QC 903 C553 2013","Climate forcing of geological hazards",,0,0,,Wiley-Blackwell,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-716,,"HV 551.2 C76 2012","Disasters 2.0 : the application of social media systems for modern emergency management","Crowe, Adam S.",0,0,,"CRC Press",2012,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-706,,"QC 903 C52 2013","Climate adaptation futures",,0,0,,Wiley-Blackwell,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-717,,"QC 903 H85 2013","Exploring climate change through science and in society : an anthology of Mike Hulme's essays, interviews and speeches","Hulme, Mike",0,0,,"Earthscan, from Routledge",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
BC-63968,UBULB0080968,Thesis,"A comparative study of organic and conventional farming system in relation to environmental and financial sustainability","Obra, Ella Loraine D.",0,0,,,2013,"Room Use Only",Thesis,"On Shelf",,"Main Library",0
KTRC-738,,"QC 981.8 C5 K56 2012","Knowledge, innovation & resilience : indigenous peoples' climate change adaptation & mitigation measures",,0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-859,,"QC 981.8 C5 K56 2012","Knowledge, innovation & resilience : indigenous peoples' climate change adaptation & mitigation measures",,0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-814,,"QC 981.8 C5 K56 2012","Knowledge, innovation & resilience : indigenous peoples' climate change adaptation & mitigation measures",,0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-815,,"QC 981.8 C5 K56 2012","Knowledge, innovation & resilience : indigenous peoples' climate change adaptation & mitigation measures",,0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-860,,"GN 406.5 I522 2013","Indigenous peoples, forests & REDD plus : sustaining & enhancing forests through traditional resource management",,2,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-722,,"QH 541.264 P6 B37 19","Basic environmental course for beginners : a guide training manual",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-774,,"GC 57 V35 2012","Climate and the oceans","Vallis, Geoffrey K.",0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-817,,"TD 1030 R67 2011","Risks of hazardous wastes","Rosenfeld, Paul E.",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-820,,"QC 903 C554 2013","Climatic change and global warming of inland waters : impacts and mitigation for ecosystems and societies",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-821,,"QC 861.3 C66 2013","Climate dynamics","Cook, Kerry H.",0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-841,,"HD 1333 P6 V37 2011","Various frameworks on evaluating the CARP accomplishments : proceedings of the Symposium on &quot;Various Frameworks for Evaluating the CARP Accomplishments&quot;, held at the University Hotel, UP Diliman, Quezon City, on March 9, 2010.",,0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
AR-102,UBULB0070954,,"British archives : a guide to archive resources in the United Kingdom","Foster, Janet",0,0,,"Stockton Press",0,"Room Use Only",Book,"In Process",,"Cordillera/Northern Luzon Archives",0
AR-104,UBULB0070958,"DS 688 I3 D4","Historia de Ilocos","de los Reyes y Florentino, Isabelo",1,0,,"Establecemiento tipografico La Opinion",1890,"Room Use Only",Book,"On Shelf",,"Cordillera/Northern Luzon Archives",0
AR-105,UBULB0070959,"DS 688 I3 D4","Historia de Ilocos","de los Reyes y Florentino, Isabelo",2,0,,"Establecemiento tipografico La Opinion",1890,"Room Use Only",Book,"On Shelf",,"Cordillera/Northern Luzon Archives",0
AR-101,UBULB0070953,"CD 973.2 D54 2012","Digital audiovisual archives",,0,0,,ISTE,0,"Room Use Only",Book,"On Shelf",,"Cordillera/Northern Luzon Archives",0
UBULB0070975,UBULB0070975,"Cordillera Monograph","Gray love : the career of Gov. John Early in the Cordilleras","Woods, Lindsay Shelton",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
GRC-3004,UBULB0080890,"Seminar paper","The Core Shelter Assistance Program : a descriptive study on the experiences of the benefeciaries of Tue, Tadian, Mountain province","Sulang, Concepcion Guerrero",0,0,,,2013,"Room Use Only",Thesis,"On Shelf",,"Graduate Resource Center",0
GRC-3042,UBULB081731,"Strategy paper","Strategy paper for Police Community Relations Unit, Baguio City Police Office","Chinayog, Constancio T.",0,0,,,2014,"Room Use Only",Thesis,"On Shelf",,"Graduate Resource Center",0
BC-64400,UBULB0081661,"N 7391.65 E58","Contemporary African art since 1980","Enwezor, Okwui",0,0,,Damiani,2009,"Room Use Only",Book,"On Shelf",,"Main Library",0
BC-64399,UBULB0081662,"N 72 P6 A78","Art & agenda : political art and activism",,0,0,,Gestalten,2011,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070961,UBULB0070961,Cordillera-Monograph,"Colonial photography across empires and islands","Rice, Mark",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070963,UBULB0070963,Cordillera-Monograph,"Eduardo Masferre and the Philippine Cordillera","Carino, Ma. Luisa Aguilar",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070962,UBULB0070962,Cordillera-Monograph,"The Suyoc people who went to St. Louis 100 years ago : the search for my ancestors","Buangan, Antonio S.",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070964,UBULB0070964,Cordillera-Monograph,"A walk in the Cordilleras--September 1986","Hogan, Trevor",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070965,UBULB0070965,Cordillera-Monograph,"A walk in the Cordilleras--September 1986","Hogan, Trevor",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070974,UBULB0070974,Cordillera-Monograph,"The miner warriors of the Philippines","Chaput, Donald",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0071021,UBULB0071021,Cordillera-Monograph,"The miner warriors of the Philippines","Chaput, Donald",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070973,UBULB0070973,Cordillera-Monograph,"The Filipino 'exhibit' at the 1904 St. Louis World's Fair, Missouri","Sit, Michelle",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070971,UBULB0070971,Cordillera-Monograph,"Non-western peoples as Filipinos : mediating notions of &quot;otherness&quot; in photographs from the National Geographic Magazine in the early 20th century","Tatel, Carlos P.",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Cordillera/Northern Luzon Archives",0
UBULB0070970,UBULB0070970,Cordillera-Monograph,"Food, morality, and politics : the spectacle of dog-eating Igorots at the 1904 St. Louis World Fair","Castro, Bel S.",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070969,UBULB0070969,Cordillera-Monograph,"Notes on the hairy men of the Philippine Islands and elsewhere","Bean, Robert Bennett",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070968,UBULB0070968,Cordillera-Monograph,"Rethinking display of Filipinos at St. Louis : embracing heartbreak and irony","Quizon, Cherubim A.",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070967,UBULB0070967,Cordillera-Monograph,"The exposition within the exposition : the Philippine Reservation","Parezo, Nancy J.",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070966,UBULB0070966,Cordillera-Monograph,"Philippine types","Bean, Robert Bennett",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
KTRC-728,,"QH 541.15 B56 C54 20","Climate change and biodiversity",,0,0,,"Yale University Press",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-729,,"HV 553 J42 2010","Safer homes, stronger communities : a handbook for reconstructing after natural disasters","Jha, Abhas Kumar",0,0,,"World Bank",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-766,,"QC 981.8 G56 H36 201","Storms of my grandchildren : the truth about the coming climate catastrophe and our last chance to save humanity","Hansen, James E.",0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-765,,"QC 981.8 G56 K65 200","Field notes from a catastrophe : man, nature, and climate change","Kolbert, Elizabeth",0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-748,,"HC 79 E5 E38 2010","Thriving beyond sustainability : pathways to a resilient society","Edwards, Andres R.",0,0,,"New Society Publishers",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-783,,"QC 903 H63 2009","Climate cover-up : the crusade to deny global warming","Hoggan, James",0,0,,"Greystone Books",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-785,,"QC 903 C54 2012","Climate change mitigation and agriculture",,0,0,,Earthscan,2012,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-767,,"QH 541.15 B56 B5783 ","Biodiversity in German development cooperation",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-787,,"SB 611 Z57 2011","Weed biology and climate change","Ziska, Lewis H.",0,0,,Wiley-Blackwell,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-812,,"HC 59.15 W34 2006","Resilience thinking : sustaining ecosystems and people in a changing world","Walker, B. H.",0,0,,"Island Press",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-811,,"QC 903 P37 2011","Tropic of chaos : climate change and the new geography of violence","Parenti, Christian",0,0,,"Nation Books",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-791,,"HD 49 L83 2004","Crisis management : master the skills to prevent disasters","Luecke, Richard",0,0,,"Harvard Business School Press",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-789,,"Z 7164 O7 U54 2011","Development and governance research : state of the art and annotated bibliography",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-793,,"KPM 2450 P75 2008","Primer on RA 9485 : the anti-red tape act of 2007.",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-798,,"GE 70 A13 2006","147 practical tips for teaching sustainability : connecting the environment, the economy, and society",,0,0,,"Atwood Pub.",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-799,,"SB 55 W54 2012","Learning gardens and sustainability education : bringing life to schools and schools to life","Williams, Dilafruz R.",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-800,,"QC 903 G67 2012","The mad, mad, mad world of climatism : mankind and climate change mania","Goreham, Steve.",0,0,,"New Lenox Books",0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-813,,"HD 2087 S96 2008","The social sciences in agriculture and community development : a changing paradigm : selected papers from the Symposium on &quot;The Changing Role of the Applied Social Sciences in Agriculture and Community Development&quot;, January 29-30, 2008, Los Baños, Laguna, Philippines",,0,0,,,0,"Room Use Only",Book,"On Shelf",,"Knowledge and Training Resource Center",0
KTRC-764,,"TL 245.5 E44 2012","Ejeepney : handbook.",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-762,,"HV 551.5 K53 P55 201","Municipal disaster contingency plan : Municipality of Kibungan Benguet.",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-757,,"HV 551.5 G33 P55 201","Barangay disaster contingency plan : Municipality of Kapangan, Benguet",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-758,,"QC 981.8 C5 C55 2012","China's green economy",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-804,,"QC 981.3 B76 2004","Wild about weather : 50 wet, windy & wonderful activities","Brotak, Ed",0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-792,,"HN 711 C6 R64 2011","Communities in transition : emerging issues and concerns in the CALABARZON Region","Rola, Agnes C.",0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
"KTRC-VF 031",,,"Environment & production technology division",,0,0,,"International Food Policy Research Institute",0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
KTRC-835,,"TJ 810 E54 2008","Energy efficiency and environmental care : innovation for climate protection.",,0,0,,,0,"Room Use Only",Book,"In Process",,"Knowledge and Training Resource Center",0
UBULB0070976,UBULB0070976,Cordillera-Monograph,"Benguet canaos","Grisham, Glen",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
UBULB0070977,UBULB0070977,Cordillera-Monograph,Transition,"Grisham, Glen",0,0,,,0,"Room Use Only",Book,"On Shelf",,"Main Library",0
